Unnamed: 0,ID,Prix,Un. rés.,Rev. brut. pot.,YearBuilt,Type de bâtiment,Dimensions du bâtiment,Éval. terrain,Superficie habitable,Éval. bâtiment,Dimensions du terrain,Cert. de localisation,Superficie du terrain,Plan d'eau,Piscine,Stationnement (total),Chauffage,Eau (accès),Foyers-Poêles,Équip./Serv.,Rénovations,Inclusions,Exclusions,Remarques - Courtier,Addenda,Nbre pièces,Nbre chambres (hors-sol + sous-sol),Nbre salles de bains + salles d'eau
10,11,720 000 $,2,34 800 $,Duplex dans le quartier Saint-Paul/Émard construit en 1958,En rangée,"25 X 38,1 p / 7,62 X 11,61 m",255 500 $,,468 100 $,"25 X 100 p / 7,62 X 30,48 m",Oui (2013),"2 500,46 pc /    232,3 mc",,,Allée (2),"Plinthes à convection, Plinthes électriques",,,,,"Chauffe-eau (2), cabanon",Électroménagers et biens des locataires.,"Duplex dans un beau secteur tranquille, très bien localisé, en face du parc Ignace-Bourget. À distance de marche du métro Angrignon et métro Monk. Les 2 logements ont subit plusieurs rénovations de 2013-2014 et le bâtiment est en excellente condition. Emplacement à proximité de tous les services.","***OCCUPATION DOUBLE***Le rez-de-chaussée disponible pour l'acheteur!Le 2è étage sera disponible le 1er juillet 2023.5972, On y retrouve 4 chambres dont 2 au rdc au 2 au sous-sol. Le salon est aire ouverte avec la cuisine, laveuse-sécheuse sont localisés dans la salle de bains du rdc.Au sous-sol, il y a une salle de bains avec douche, deux chambres , une salle familiale ainsi qu'un côté atelier. Le logement ( 5970) du 2è étage est occupé par un membre de la famille depuis 2014, on y retrouve 2 grandes chambres, un grand salon, une cuisine rénovée, installation laveuse, sécheuse dans salle de bains.2 espaces de stationnement dans la cour.PROXIMITÉ :-À proximité des autoroutes 15 et 20-À 15 minutes de marche du métro Monk et Angrignon-À quelques minutes des arrêts de bus 36, 37, 350-Moins de 5 minutes de plusieurs garderies -À moins de 5 minutes à pied de l'école primaire Notre-Dame-Du-Perpétuel-Secours-À moins de 10 minutes à pied de l'école secondaire Honoré-Mercier-Face au parc Ignace-Bourget avec terrain de jeux et piscine extérieur publique-À 10 minutes à pied de l'épicerie Provigo et Walmart-Près du centre commercial Carrefour Angrignon",7.0,4.0,2+0
11,12,769 500 $,3,49 680 $,Duplex dans le quartier Saint-Paul/Émard construit en 1980,En rangée,"28 X 42 p / 8,53 X 12,80 m",298 900 $,"2 352 pc /    218,51 mc",745 800 $,"28 X 80 p / 8,53 X 24,38 m",Oui (1980),"2 240 pc /    208,1 mc",,,"Allée (1), Garage (2)",Plinthes électriques,,,Thermopompe murale,,"Lave-vaisselle encastré du rdc,les stores du rdc,thermopompe murale du r.d.c.,les fixtures électriques du rdc,hotte de poêle du rdc.",,Duplex; Garage. Face au parc Ignace-Bourget.A 2 pas du carrefour Angrignon. Cuisine refaite; armoires et planchers. Portes d'entrées et de garage changées.Double occupation possible pour bachelor et rez-de-chaussée. Thermopompe murale au rdc. Excellent locataires.Bachelor rénové. A voir.,,6.0,3.0,1+0
12,13,759 000 $,2,30 000 $,Duplex dans le quartier Saint-Paul/Émard construit en 1955,En rangée,"25 X 37,11 p irr / 7,62 X 11,57 m irr",146 100 $,,356 300 $,"25 X 88 p / 7,62 X 26,82 m",Oui (2021),"2 200,14 pc /    204,4 mc",,,,"Eau chaude, Plinthes à convection, Plinthes électriques",,,,,"RDC 6697:Lave-vaisselle (Samsung),hotte de cuisinière (broan), Tous les rideaux, pôles, stores, le miroir de la descente d'escalier du sous-sol, le miroir de SDB, spa viking tapis extérieur en caoutchouc d'hiver avant des escaliers.  Voir addenda pour inclusions 6695:","Exclusions: RDC 6697:Cuisinière (GE),Réfrigérateur (Hisense), laveuse, sécheuse (Samsung), Fixture de la SAM, TV (Toshiba)de la cuisine ainsi que le support de la TV, cellier( Whynter), 2 chauffe eau en location avec Hydro Solution,","OCCUPATION DOUBLE Duplex secteur paisible de Ville emard. A distance de marche des métros Angrignon et Monk. Près des écoles primaires, secondaire et des garderies. Nous sommes à proximité des transports en commun, des magasins d'alimentation, du Carrefour Angrignon ainsi que des axes routiers et de bien d'autres services.","RDC (6697) - Salon à aire ouverte avec Salle à manger - Magnifique salle de bain- 2 chambres à coucher fermées- Cuisine avec sortie menant à la cour arrière.- Sous-Sol non fini - Installation laveuse-sécheuse au sous-sol  Au deuxième étage (6695): -  Salon-  Chambre (Salon double)-  2 chambres fermées-  Salle de bain (sans douche)-  Installation Laveuse-sécheuse dans le passage-  Cuisine rénovée avec sortie sur le balcon arrière.   Pour terminer - Magnifique cour arrière ensoleillée aménagée d'une terrasse,   d'un abri ainsi que d'un SPA.  A distance de marche des métros Angrignon et Monk. Près des écoles primaires Saint-Jean-de Matha, Dollard-des-Ormeaux, de l'école secondaire Honoré-Mercier et des garderies. Nous sommes à proximité des transports en commun, des magasins d'alimentation, du Carrefour Angrignon ainsi que des axes routiers et de bien d'autres services. - Inclusions: Haut 6695: Hotte de cuisinière (broan), Lave-vaisselle (Kenmore), Réfrigérateur (Kenmore),cuisinière Amana, store Cac, fixtures tel qu'installées, tapis extérieur en caoutchouc d'hiver avant des escaliers et balcons.- La location du chauffe-eau du 6695 de Montmagny est $24.38  plus taxe pour deux mois .- La location du chauffe-eau du 6697 de Montmagny est $24.38  plus taxe pour deux mois .  - Il y des infiltrations d'eau au sous-sol.",6.0,2.0,1+0
13,14,736 500 $,2,33 600 $,Duplex dans le quartier Saint-Paul/Émard construit en 1956,En rangée,"28 X 36 p / 8,53 X 10,97 m",224 800 $,,508 200 $,"25 X 85 p / 7,62 X 25,91 m",Oui (2013),"2 200 pc /    204,39 mc",,,,"Eau chaude, Plinthes électriques",,,,Revêtement de la toiture - 2009 (  11 000 $),"Lave vaisselle, micro-onde, cuisinière, frigo, chauffes eaux, garde robe dans lachambre",,"DOUBLE OCCUPATION! Duplex lumineux et ensoleillé  rénové,  situé à 4 min du métro Angrignon et de son immense Parc. Unique dans son style à air ouverte. Il comprend un sous-sol à finir. Offrant de multiples possibilités.",Duplex rénové 6826 Logement principalAppartement à air ouverte comprenant une chambre ferméePlancher de bois  6828 Av des Monts Appartement du  deuxième étages fait au complet en 2022 chauffé à l'électrique et libre actuellement.Toiture 2009 voir factureFenêtre 2009Balcon fibre de verreFournaise changée en 2013Sous-sol à finir Accès aux trois appartements par l'intérieurSituation Géographique- Autoroutes 720 et 15- Stations du métro Angrignon et de son Immense Parc à 4 min à pied- Clinique rue Allard- Centre commercial Angrignon et tous les magasins et restaurants sur le Bl NewmanLes visites commenceront samedi 11 février 2023Certificat de localisation 2013 rien a changé,6.0,1.0,1+0
14,15,845 000 $,4,43 632 $,Quadruplex dans le quartier Saint-Paul/Émard construit en 1954,Jumelé,"32,1 X 44,11 p irr / 9,79 X 13,7 m irr",200 100 $,,413 500 $,"38,6 X 78,3 p / 11,73 X 23,85 m",Oui (2022),"3 011,74 pc /    279,8 mc",Fleuve St-Laurent,,Allée (2),Plinthes électriques,,,,,Toutes les installations permanentes de chauffage et d'éclairage,Les effets personnels des locataires,"Quadruplex situé dans un secteur de choix de Ville-Émard. Près des services et transport en commun, cet immeuble est idéal pour un investisseur/propriétaire occupant. L'appartement principal offre 3 chambres à coucher, 2 salles de bains, une grande salle familiale au sous-sol, beaucoup de rangement ainsi qu'un immense atelier. L'immeuble possède 2 x 3 1/2, 1 x 4 1/2 et un 1 x 6 1/2. Bon revenu annuel. Espaces de stationnement extérieur. Installation laveuse/sécheuse dans chaque logement. Une opportunité à ne pas manquer !","Les visites auront lieu dimanche le 5 juin entre 14:00 et 16:00.L'IMMEUBLE+ Quadruplex en brique semi-détaché+ Logements de grandeur 6 1/2, 1 x 4 1/2 et 2 x 3 1/2+ Logement principal avec sous-sol, atelier et rangement ainsi que 2 salles de bains+ Bon revenu annuel+ Espaces de stationnement extérieur + Installation laveuse/sécheuse dans chaque logementLES REVENUS#1 1465$ - Sera 1497$ en Juillet 2022#2 695$  - Sera  715$ en Juillet 2022#3 798$  - Sera  821$ en juillet 2022#4 678$  - Sera  697$ en juillet 2022REVENU 2021-2022 = 43 600$REVENU 2022-2023 = 44 760$LOCALISATION -- PRÈS DE TOUT:* Près de la rue Wellington pour un accès aux commerces, cafés et bons restaurants* À quelques minutes marché Atwater et du centre-ville* Nombreux parcs dans le secteur* École Primaire Coeur-Immaculé-De-Marie à 3 min de marche* École Secondaire Honoré-Mercier à 5 min de marcheTRANSPORT - FACILE AVEC PLUSIEURS OPTIONS!* À 6 min de marche du métro Jolicoeur* À proximité de plusieurs lignes d'autobus (78, 37, 350, 112)* Stations BIXI, Communauto tout près.* Accès facile aux divers axes routiers: aut. 15, 20, 720 et 10.* À quelques coups de pédales des PISTES CYCLABLES de Verdun, du canal Lachine et du bord du fleuve.",6.0,3.0,2+0
15,16,700 000 $,4,41 580 $,Quadruplex dans le quartier Saint-Paul/Émard construit en 1956,Isolé (détaché),"25 X 80 p / 7,62 X 24,38 m",135 500 $,"2 359,45 pc /    219,2 mc",387 600 $,,Oui (2022),"2 039,76 pc /    189,5 mc",,,,Plinthes électriques,,,,"Revêtement de la toiture - 2021, chauffe-eau tous - 2021",-,Tous les biens et effets personnels des locataires.,"Ce 4Plex situer dans le Sud-Ouest de Montréal, rue tranquille et boisé. est parfait pour un propriétaire-occupant ou un investisseur recherchant un excellent retour sur investissement! 1x 5 1/2 RDC - 1x 4 1/2 (sous-sol)électricité inclut) - à l'étage 2x 3 1/2. Les quatre logements ont été rénovés au fil du temps et génère présentement un revenu annuel de 41 580 $ qui peux être encore optimisé. La catégorie d'usage de l'immeuble est H4 dans le règlement de l'urbanisme de l'arrondissement Le sud-Ouest (01-280) Possibilité de conversion en 6plex. Ne manquez pas cette incroyable opportunité !","4Plex secteur Sud-Ouest de Montréal, rue tranquille et boisé. 1x 5 1/2 RDC - 1x 4 1/2 (sous-sol)électricité inclut) - à l'étage 2x 3 1/2. Tous les logements ont eu des rénovations au fil des ans. Toiture 2021 Les chauffe-eau ont tous été remplacé. Parfait pour propriétaire-occupant ou investisseur.La catégorie d'usage de l'immeuble est H4 dans le règlement de l'urbanisme de l'arrondissement Le sud-Ouest (01-280). Ce qui veut dire, qu'il pourrait être possible de convertir le quadruplex en six logements. Belle opportunité.Vendeur motivé",5.0,3.0,1+0
16,17,850 000 $,4,46 200 $,Quadruplex dans le quartier Saint-Henri/Petite Bourgogne construit en 1885,En rangée sur coin,"40,4 X 44,1 p / 12,29 X 13,44 m",356 400 $,"3 537,02 pc /    328,6 mc",712 700 $,,Oui (2005),"3 503,65 pc /    325,5 mc",,,,Plinthes électriques,,,,,Remise dans la cour arrière,,"Magnifique 4plex situé dans un des coins les plus prisés de St-Henri, à proximité de tous les services et de ce que le quartier a de mieux à offrir, vous ne trouverez meilleur emplacement, idéal pour préserver la paix d'esprit. Avec des locataires respectueux et investis dans le bien-être de la co-habitation, des revenus annuels allant jusqu'à 38 580$ par année, une très grande cour, tous les logements ont de très grandes pièces très lumineuses, 4 portes patios, une opportunité incroyable d'investissement à ne pas manquer!","Magnifique 4plex situé dans un des coins les plus prisés de St-Henri, à proximité de tous les services et de ce que le quartier a de mieux à offrir, vous ne trouverez meilleur emplacement, idéal pour préserver la paix d'esprit. Avec des locataires respectueux et investis dans le bien-être de la co-habitation, 1 logement disponible, possibilité de transformer les unités au 2e étage en 3 chambres, une très grande cour, tous les logements ont de très grandes pièces très lumineuses, 4 portes patios, immeuble en bon état, une opportunité incroyable d'investissement à ne pas manquer!Quartier:-à quelques pas du Square Sir-George-Étienne-Cartier-à quelques pas de la rue Notre-Dame O.-à 5mins à pied du Canal Lachine et de sa piste cyclable-à 5mins à pied de l'École Saint-Zotique-à 5mins à pied du Centre Saint-Paul-à 3mins à pied de la CPE de la Dame-accès facile et rapide au pont Champlain et Victoria-accès facile et rapide à l'autoroute 10,15 et 20-à proximité de tous les services, cafés, restaurants et bars",4.0,2.0,1+0
17,18,918 750 $,2,43 800 $,Duplex dans le quartier Saint-Paul/Émard construit en 1951,En rangée sur coin,"30 X 37 p irr / 9,14 X 11,28 m irr",196 600 $,,433 400 $,"37 X 80 p / 11,28 X 24,38 m",Oui (2013),"2 960 pc /    274,99 mc",,,,"Eau chaude, Plinthes électriques",,,Thermopompe murale,,"Thermopompe murale, Meuble de rangement et étagère noire dans la cuisine, tous les stores du rez-de-chaussée et sous-sol et lave-vaisselle dans le logement.","électroménagers incluant la hotte actuelle (elle sera remplacée par une autre), tous les meubles intérieur/extérieur, carré de sable, tringles, rideaux","SUPERBE DUPLEX! Il est en tout point parfait pour vous. Le RDC comporte de belles et grandes pièces lumineuses. Cette unité est parfaite pour une famille. Il y a 3 chambres à l'étage et le sous-sol a été refait avec une spacieuse salle familiale, 2 chambres et une salle de bain complète incluant laveuse-sécheuse. Il y a également une sortie extérieur directe. L'unité du 2e étage est magnifique, locataire de choix! Il possède 3 chambres à coucher, une salle de bain rénové avec une grande douche céramique. La cuisine est extra avec un bel îlot central et sa salle à manger attenante. La cour arrière est à couper le souffle! Que dire du secteur","La cour arrière est splendide!Une belle terrasse faite en pavé uni a été ajoutée. L'allée qui mène à l'avant du bâtiment est également en pavé uni. Il y a de superbes plates bandes avec muret et de beaux arbres matures. Une cour parfaite pour que vos enfants puissent y jouer ou pour vous y reposer. Le secteur: Vous êtes à 10 minutes à pieds du metro! Il est situé dans un secteur accessible facilement à beaucoup de services, transports en commun, autoroutes, centre-commerciaux, parcs, écoles etc. Rénovations: - L'ajout d'un drain français et d'un clapet anti-retour;- Les margelles ont été ajoutées pour les fenêtres au   sous-sol;- Une partie du drain de plancher a été changé en PVC;- Le plafond du sous-sol a été insonorisé avec de la laine   de roche;- Le Système de chauffage à l'eau chaude a été remplacé en   PEX;- Le mur de fondation a été isolé au polyuréthane exceptée   le mur mitoyen;- Il y a eu l'ajout d'une salle de bain complète au sous-   sol;- Il y a eu l'ajout d'une sumpump;- Les deux escaliers du sous-sol ont été remplacées;- Le plafond entre le RDC et 2e étage a été insonorisé avec   de la cellulose exceptée la salle de bain;- Le fond de la douche dans le logement du haut a été   refait;- Le Plancher de la 2e chambre du logement a été refait.",9.0,5.0,2+0
18,19,950 000 $,2,40 800 $,Duplex dans le quartier Saint-Paul/Émard construit en 1993,Jumelé,"25 X 46,2 p irr / 7,62 X 14,07 m irr",132 800 $,,559 700 $,,Oui (2016),"1 999,93 pc /    185,8 mc",,,"Allée (1), Garage (1)",Plinthes électriques,,Foyer au bois,"Climatiseur mural, Thermopompe murale",,"Lave-vaisselle, rideaux, tringles, stores, luminaires.","Réfrigérateur, cuisinière, laveuse, sécheuse, micro-onde.","UNIQUE | Superbe duplex semi-détaché, fenêtres sur 3 côtés avec garage intégré. RDC 1949 : propriétaire occupant, lattes de bois,  cuisine rénovée, 3 chambres, 2 s/bains rénovées, sous-sol fini avec entrées indépendantes avant et arrière, thermopompe murale, terrasse et cour. Étage 1951 : Cuisine rénovée, 3 chambres, s/bains avec bain/douche séparés, climatisation murale et balcon. Loué et bail se termine le 30 juin 2022.","Situé dans un secteur paisible et familial. À proximité des services, épiceries, parcs, stations de métro (Jolicoeur et Monk), piste cyclable, canal Lachine, marché Atwater, CUSM et à moins de 10 minutes du centre-ville de Montréal.Toute promesse d'achat devra être accompagnée d'une pré-qualification et avoir un délai de réponse minimum de 24h. Un préavis de 24h est requis pour les visites. Les visites débuteront le 4 mars 2022. Plages horaires de visite :Vendredi 4 mars : 15h à 17hSamedi 5 mars : 15h à 17hDimanche 6 mars : 13h à 15hLundi 7 mars : 17h à 19hLe VENDEUR donne instruction à l'AGENCE ou au COURTIER d'informer les acheteurs, ou les courtiers qui les représentent, qu'il s'engage à ne répondre à aucune promesse d'achat reçue relativement à l'IMMEUBLE avant le Mardi 8 mars 2022 à 10h.Les visites du 1951 Denonville se feront sur 2e visite et sur rendez-vous seulement.",5.0,3.0,2+0
19,20,880 000 $,4,33 120 $,Quadruplex dans le quartier Saint-Paul/Émard construit en 1954,Jumelé,"32 X 45 p irr / 9,75 X 13,71 m irr",200 100 $,"2 922,4 pc /    271,5 mc",413 400 $,,Oui (2006),"3 011,74 pc /    279,8 mc",,,,Plinthes électriques,,,,Revêtement de la toiture - 2015,réservoir eau chaude,,"LOCALISATION! 4PLEX À MOINS DE 5MIN À PIED DE LA STATION JOLICOEUR! EXCELLENT OPPORTUNITÉ D'INVESTISSEMENT! 2X 3 1/2, 1X 4 1/2 et 1X 5 1/2 Les unités sont bien entretenues par les locataires actuels.  Immeuble en très bonne condition avec entrée indépendante au sous-sol par la cour. Bienvenue aux investisseurs !","LOCALISATION! 4PLEX À MOINS DE 5MIN À PIED DE LA STATION JOLICOEUR! EXCELLENT OPPORTUNITÉ D'INVESTISSEMENT! 2X 3 1/2, 1X 4 1/2 et 1X 5 1/2Les unités sont bien entretenues par les locataires actuels.  Immeuble en très bonne condition avec entrée indépendante au sous-sol par la cour. Bienvenue aux investisseurs !Caractéristiques :1- Cet emplacement se trouve dans le quartier Sud-Ouest de Montréal. Les parcs à proximité comprennent le Canal de Lachine, le Parc d'Arcy-McGee et le Parc Gadbois.2- À moins de 5 minutes de marche de la station de métro Jolicoeur.3- À proximité d'épiceries, pharmacies, SAQ, dépanneurs, cafés, restaurants, gym, autoroute 10-15-20, tunnel Atwater, etc.4- Le quartier est bordé au sud et à l'est par l'arrondissement de Verdun, à l'ouest par l'arrondissement LaSalle, au nord par l'arrondissement Notre-Dame-de-Grâce et à l'est par le quartier Côte-Saint-Paul.5- Bienvenue aux investisseurs!L'IMMEUBLE:1635 boulevard Desmarchais - quadruplex avec sous-sol- Bâtisse solide 3 côtés briques - Jumelé pour un maximum de luminosité- Immeuble très bien entretenu- Cour clôturée - 2X 3 1/2, 1X 41/2 et 1X 5 1/2- Sous-sol avec hauteur de 6'10'- Accès indépendante au sous-sol par la cour- Toiture +/-2015- Tous loués et baux finissant le 30 juin 2022 sauf le #4 finissant le 01 mai 2022Longeant le magnifique canal Lachine, les quartiers de Ville-Émard et Côte Saint-Paul offrent une multitude d'opportunités d'enrichissements culturels et historiques pour ses résidents. Vous y trouverez plusieurs bâtiments datant de la fin du IXe siècle et du début du XXe siècle qui vous donneront l'impression de prendre un pas à l'arrière dans les années de l'aménagement du canal Lachine. Comptant plus de 30 000 habitants, vous comprendrez vite pourquoi ce quartier est le plus populeux de l'arrondissement du Sud-Ouest. Le boulevard Monk sera vous accueillir avec plusieurs commerces; des bagels pour déjeuner, une bonne pizza pour le souper ou même une petite sortie au théâtre, vous y trouverez de tout!",7.0,3.0,1+0
20,21,741 000 $,2,21 060 $,Duplex dans le quartier Saint-Paul/Émard construit en 1949,En rangée sur coin,"24,6 X 29,11 p / 7,47 X 9,11 m",106 200 $,,366 200 $,"24,7 X 64,11 p irr / 7,5 X 19,78 m irr",Oui (2001),"1 598,44 pc /    148,5 mc",,,Garage (2),Plinthes électriques,,,,,Lave-vaisselle du 2e étage (logement 1898),Les biens personnels des locataires.,"Duplex dans un beau secteur tranquille, très bien localisé, en face du parc Campbell-Ouest, près des métros Monk et Jolicoeur, de la piscine, du CLSC, des écoles, de marchés d'alimentation, restaurants, pharmacie... sur un coin de rue. 2 garages","* Les deux chambres du rez-de-chaussée sont présentement utilisées comme bureaux par les locataires actuels. En remettant des portes à ces pièces, on obtient deux chambres.* Le salon du sous-sol est présentement utilisé comme chambre par les locataires actuels.* Sur la déclaration du vendeur, les revenus du garage n'ont pas été calculés mais ils le sont sur cette fiche descriptive.* Un nouveau certificat de localisation a été commandé et devrait être reçu durant la semaine du 10 octobre 2022.",6.0,2.0,2+0
21,22,760 000 $,4,42 000 $,Quadruplex dans le quartier Saint-Paul/Émard construit en 1910,En rangée,"36,4 X 25 p irr / 11,07 X 7,62 m irr",124 600 $,,357 600 $,"75 X 25 p irr / 22,86 X 7,62 m irr",Oui (2011),,,,,Plinthes électriques,,,,,"6037,6039 Dumas:poele,frigidaire,laveuse,sécheuse.  6041 Dumas:poele,frigidaire,unité d'air climatisé. 6043 Dumas:laveuse et sécheuse.  Tous les électros sont vendus sans guarantie légale de qualité.",6041 Dumas:tous les meubles et décorations.,Magnifique quadruplex dans un quartier en pleine effervessence.Situé à distance de marche de tous les services ainsi que des transports en commun. Trois des quatre logements ont été récemment rénovés avec gout.,,3.0,1.0,1+0
